post_latency
2,
2,
2,
3,
3,
3,
3,
3,
4,
4,
4,
4,
4,
4,
4,
4,
5,
5,
5,
5,
5,
5,
5,
6,
6,
6,
6,
6,
7,
7,
8,
9,
10,
11,
11,
11,
12,
12,
13,
13,
14,
15,
15,
16,
16,
17,
17,
18,
18,
20,
21,
21,
21,
22,
22,
23,
24,
24,
26,
26,
27,
27,
29,
29,
31,
32,
32,
32,
32,
33,
33,
34,
34,
34,
34,
35,
35,
35,
36,
36,
36,
36,
37,
38,
38,
40,
40,
40,
41,
41,
42,
42,
42,
43,
43,
43,
44,
44,
45,
45,
45,
46,
47,
47,
48,
48,
49,
49,
49,
49,
50,
50,
50,
52,
52,
53,
53,
54,
56,
57,
57,
59,
59,
59,
59,
61,
62,
63,
66,
66,
66,
66,
66,
67,
68,
68,
68,
70,
70,
70,
71,
72,
73,
73,
74,
75,
77,
79,
79,
79,
79,
79,
79,
80,
83,
83,
84,
85,
86,
87,
88,
89,
90,
90,
91,
91,
93,
94,
97,
98,
99,
99,
100,
101,
101,
102,
102,
102,
102,
105,
105,
106,
107,
109,
110,
110,
111,
112,
115,
115,
118,
120,
126,
127,
133,
147,
151,
152,
153,
157,
2128,
2128,
2130,
2130,
2130,
2130,
2131,
2132,
2132,
2132,
2132,
2133,
2134,
2134,
2134,
2134,
2135,
2135,
2135,
2136,
2137,
2137,
2138,
2138,
2139,
2144,
2145,
2145,
2150,
2150,
2150,
2153,
2154,
2154,
2154,
2154,
2155,
2157,
2160,
2162,
2168,
2168,
2168,
2168,
2168,
2170,
2170,
2170,
2170,
2170,
2172,
2172,
2173,
2174,
2176,
2176,
2177,
2177,
2177,
2178,
2180,
2180,
2181,
2181,
2181,
2182,
2182,
2182,
2183,
2183,
2184,
2184,
2184,
2184,
2185,
2187,
2187,
2188,
2188,
2188,
2189,
2190,
2191,
2191,
2191,
2191,
2194,
2195,
2198,
2198,
2206,
2207,
2208,
2213,
2221,
2221,
2221,
2221,
2223,
2262,
